ID	NAME	KR NAME	FACT	EP	TYPE	R	HP	SIZE	LIM	A	D	S	LV	PT	Ability	Flavor	Upgrade
300067	Full Moon Head Luna Flina	만월의 당주 루나플리나	Darklore	1	Follower	R	-	5	1	7	0	16	3	33	Before defending, this card's DEF is changed to the number of Darklore cards on your Field and gets STA increased by the same amount.	[Is it time to deal with Iri Flina? It isn't. I'll protect her a little longer by holding off on a judgment. The elders decide things on their own, so I will handle it myself.]	5
300068	Crescent Deviation	크레센트 디베이션	Darklore	1	Follower	C	-	1	3	3	0	9	2	5	(none)	[Just cast off those worries. Break free from the box that you have confined yourself within. You will see new things.]	1
300069	Vampire Cultist	뱀파이어 컬티스트	Darklore	1	Follower	C	-	2	3	4	0	9	1	1	(none)	[Vampires, you're so cool. I want to become one... I want to be with you, too!]	1
300070	Red Moon Aka Flina	레드문 아카플리나	Darklore	1	Follower	UC	-	3	3	4	0	9	2	7	Before attacking, this card gets DEF=0. This card gets ATK/STA increased by the difference between this card's DEF and the defender's DEF (by a maximum of 9).	[Why did sister give power to the elders? Isn't it fine if we just get rid of them?]	2
300071	Blue Moon Becky Flina	블루문 베키플리나	Darklore	1	Follower	UC	-	4	3	4	1	14	2	7	At the start of the turn, this Follower gets ATK +1/STA +1, and another Follower other than this one gets ATK +1/STA +1.	[Why don't you leave the elders to me? The vampire population is going to get smaller if you leave it to Red Moon.]	2
300072	Zombie	좀비	Darklore	1	Follower	C	-	5	3	6	1	14	1	1	(none)	[Huh? ... is something weird about me?]	2
300073	Campus Idol	교내아이돌	Vita	2	Follower	C	-	2	3	6	0	6	1	1	(none)	[I didn't tell anyone what to do. I just told the hesistant sheep of a place where they could rest.]	1
300074	Student Council Secretary Fran	학생회서기 프란	Vita	2	Follower	C	-	3	3	6	1	7	1	1	(none)	[Senpai! If you keep doing that, I'm going to show this meeting's minutes to the teachers!]	1
300075	Student Council Susie	학생회원 수지	Vita	2	Follower	UC	-	4	3	6	0	12	1	3	(none)	[I'm watching you. Even if your name isn't mentioned right now, your name will be on the demerit list at the end of the month.]	1
300076	Library Club Milka	도서부 미르카	Vita	2	Follower	UC	-	5	3	7	3	9	2	7	At the start of the turn, a random allied Follower with "Library Club" in the name gets STA +2.	[This book is due next week. Don't forget to return it.]	2
300077	Student Council Casey	학생회원 케이시	Vita	2	Follower	C	-	1	3	4	0	4	2	5	Before attacking, this card gets ATK +2, then this skill is removed.	[It isn't touching their skins, so it still isn't following the rules! I will teach their bodies what it means to break the rules!]	2
300078	Student Council Treasurer Amy	학생회회계 에이미	Vita	2	Follower	C	-	2	3	6	2	2	2	5	Before defending, all allied Followers with "Student Council" in the name get STA +2, then this skill is removed.	[Even then, don't go over this semester's budget. Even if it's following the rules and it's student council work, don't go over budget.]	2
300079	Student Council President Celine	학생회장 셀린	Vita	2	Follower	UC	-	3	3	4	3	6	2	7	Before defending, a card in your Hand with "Student Council" in the name is sent to the top of your Deck. If this happens, this card gets ATK +1/STA +2.	[It's okay if we go a little over budget, we'll work harder next semester so there's nothing to worry about. Anyway, add the cost of my tea to the expensives, Amy, okay?]	2
300080	Genius Student Nanai	천재학생 나나이	Vita	2	Follower	R	-	4	1	6	2	10	3	33	Before defending, all cards in both players' Graves with the same SIZE as the attacker are removed from the game. The attacker gets ATK/STA decreased by the number of cards removed.	[Celine senpai, tell me anything. Is there anything I can't handle? I've understood the logic of all creation since I was 10, so at least give me some credit.]	5
300081	Detective Lady	탐정 레이디	Academy	2	Follower	C	-	2	3	3	1	9	1	1	(none)	[Check it! Don't miss anything. Lately, the maids have been a bit strange. They must be doing something in secret. Hm...]	1
300082	Magic Teacher	마술교사	Academy	2	Follower	C	-	3	3	3	0	13	1	1	(none)	[Listen, the basic principle of all magic is to understand the structure of the necessary spell. This is essential. Commit it to memory. I will ask you again tomorrow.]	1
300083	School Envy Lady	스쿨룩 레이디	Academy	2	Follower	UC	-	4	3	4	0	15	1	3	(none)	[It's unfortunate that this is the uniform for the commoners' school.]	1
300084	Insomniac Nanasid	불면증의 나나시드	Academy	2	Follower	C	-	2	3	2	2	7	2	5	Before defending, this card gets DEF -1, the attacker gets ATK -2, and this card gets ATK +2. This skill is removed.	[A strange sound wakes her. When she is awake, there is no sound. This happens repeatedly. She says she can see something when her eyes are closed.]	2
300085	Fanatic Sarah	기호증의 세일러	Academy	2	Follower	C	-	1	3	4	0	4	2	5	Before attacking, this card gets ATK +2, then this skill is removed.	[This is a symptom of being unusually obsessed with one thing. Her obsession with glasses is beyond that of a hobby. She even has glasses that she wears to sleep.]	2
300086	Traumatized Hilde	트라우마의 힐데	Academy	2	Follower	UC	-	5	3	6	2	12	2	7	At the start of the turn, this card gets ATK -1 (to a minimum of 0). If this happens, two random allied Followers get STA +2.	[In her case, her symptom is an extreme adversion to contact with unfamiliar people. She feels an extreme anxiety around other people. It's gone to the point of losing consciousness, so we decided to abandon investigation of her.]	2
300087	Stigma Flinte	스티그마의 플린테	Academy	2	Follower	UC	-	3	3	5	0	8	2	7	Before attacking, an allied Follower with the name "Stigma Witness Felicia" is sent to the bottom of your Deck. If this happens, a random enemy Follower is destroyed.	[Do, don't come near! Leave first, Felicia! I will somehow stop the church's pursuit! ... Will we meet again? Definitely.]	2
300088	Fated Rival Seven	숙명의라이벌 세븐	Academy	2	Follower	R	-	4	1	6	2	10	3	33	Before attacking, up to two Academy cards in your Grave are removed from the game. If this happens, the defender and one other random enemy Follower get ATK -1/DEF -1/STA -2.	[You, you said your name was Nanai? I didn't expect this much from you. Remember this! I won't lose next time.]	5
300089	Crux Nurse	교국의 간호사	Crux	2	Follower	C	-	2	3	0	2	11	1	1	(none)	[Ah, Kamyu senpai? Weren't you at the ob/gyn? What kind of business do you have here...]	1
300090	Stigma Witness Felicia	성흔의 증인 프리시아	Crux	2	Follower	C	-	4	3	4	2	11	2	5	Before defending, all allied Followers with the name "Stigma Flinte" get ATK/STA increased by the number of allied Academy cards.	[Flinte... I am here... One day, my heart will touch yours. I will wait until then.]	1
300091	Seeker Christina	신성연구회 크리스티나	Crux	2	Follower	C	-	3	3	6	1	7	1	1	(none)	[Se, senpai! I'm taking care of an investigation of the seekers in Crux right now. I would be grateful if you could take some of your precious time to fill out this survey! Se, senpai!]	1
300092	Seeker Irene	신성연구회 이레네	Crux	2	Follower	C	-	1	3	4	0	4	2	5	Before attacking, this card gets ATK +2, then this skill is removed.	[What brings you here? Did you want to see the girl who locks herself up with books? Ah~ well, it's fine. Sometimes I want to talk to people, too. Did you have something to say to me?]	2
300093	Seeker Laura	신성연구회 라우라	Crux	2	Follower	UC	-	5	3	7	0	14	1	3	(none)	[What brings you to the church? I am moved by people who maintain their belief in god even though they are busy. I want to make this a place that people can come to when their hearts are troubled.]	2
300094	Seeker Lucia	신성연구회 루시아	Crux	2	Follower	UC	-	2	3	4	2	7	2	7	Before attacking, this card gets STA decreased by the number of cards in your Hand/Field with "Seeker" in the name (to a minimum of 1) and gets ATK increased by the STA reduction.	[Hehe, the book that senpai recommended was so interesting that I lost track of time.]	2
300095	Seeker Melissa	신성연구회 멜리사	Crux	2	Follower	UC	-	3	3	3	3	7	2	7	At the start of the turn, two random allied Followers with "Seeker" in the name get ATK +2/STA +2, then this skill is removed.	[Don't overdo yourself. I will handle the excavation and exploration. I will also deal with the knights. Focus on research, Irene. Where is the next site? I want to see more amazing artifacts.]	2
300096	Crux Knight Sinclair	크룩스기사단 싱클레어	Crux	2	Follower	R	-	4	1	6	2	10	3	33	Before defending, up to two Crux cards in your grave are removed from the game. If this happens, this card gets ATK +2/STA +2, and the first Follower on your Field other than this one gets ATK +1/STA +1.	[Be at ease, the church and we knights are completely separate. I can guarantee your safetly. In return, can you tell me more about your sister?]	5
300097	Crescent Puzzle	크레센트 퍼즐	Darklore	2	Follower	C	-	4	3	5	1	12	1	1	(none)	[Piece... a little more, one piece more... Hehehe, this is my world.]	1
300098	Scardel Sangiovese	스카델 산조베제	Darklore	2	Follower	C	-	2	3	3	1	9	1	1	(none)	[How about shopping at night? We can use this street to enjoy ourselves without revealing our identities. It is different from Crux. I like this street.]	1
300099	Scardel Viognier	스카델 비오니에	Darklore	2	Follower	UC	-	3	3	4	2	9	1	3	(none)	[I came as announced! Isn't it fine for a thief to come confidently? Once I've decided to get something, it never slips away from me. My announcements are the future.]	1
300100	Reading Witch	독서의 마녀	Darklore	2	Follower	C	-	1	3	4	1	3	2	5	Before attacking, this card gets ATK +2, then this skill is removed.	[I'm slowly making my way through the "tower" library. When I run out of things to read, I wonder how I'll relieve my boredom.]	2
300101	Cauldron Witch	솥단지의 마녀	Darklore	2	Follower	C	-	5	3	8	1	10	2	5	Before defending, if there is another allied Darklore Follower other than this one, this card gets STA increased by half the attacker's ATK (rounding up), then this skill is removed.	[The materials we can gather from around us are sufficient. The important thing is the creator's rhythm, power, concentration! Now, wait in anticipation, the medicine to give sweet dreams is almost complete.]	2
300102	Refreshment Witch	다과회의 마녀	Darklore	2	Follower	UC	-	3	3	7	1	5	2	7	Before attacking, all allied Followers with "Witch" in the name get STA +1.	[Kya! Are you the ones who messed up my precious snacks? What don't you just leave us alone! We didn't do anything to you!]	2
300103	Heart Stone Witch	심장석의 마녀	Darklore	2	Follower	UC	-	4	3	4	1	10	2	7	Before defending, all allied Followers with "Witch" in the name get ATK +2/STA +2, then this skill is removed.	[This is the tool that links a witch's power, the heart stone, otherwise known as the sage's jewel. I just want to live freely. Prepare yourself. I refuse to be bound by limitations, open the control circuit. Destroy all enemies ahead.]	2
300104	Undertaker	언더테이커	Darklore	2	Follower	R	-	5	1	7	1	12	3	33	Before attacking, the first Followers in your Grave and the enemy Grave are removed from the game, and this Follower gets ATK +1/STA +1 for each card removed.	[Grandma always said to respect the freedom of others... I didn't like grandma.]	5
300105	Visitor Ophelia	내방자 오필리어	Neutral	2	Follower	DR	-	4	1	6	5	8	4	50	Before attacking, this card gets SIZE -1 (to a minimum of 1). // Before defending, this card gets DEF +1, then the attacker gets ATK/STA/DEF decreased by the difference between this card's SIZE and DEF (by a maximum of 5).	[Where is this? Where is the professor? I can't go back now. I have to make up my mind. So. Who are you?] [You don't know the continent's greatest sage?]	6
300106	Tennis Club Rona	테니스부 로나	Vita	3	Follower	C	-	1	3	4	1	5	1	1	(none)	[This play, it will disappear. This is one out of my four reversal techniques. In order to surpass senpai, I've practiced everything.]	1
300107	Tennis Club Mai	테니스부 마이	Vita	3	Follower	C	-	2	3	6	0	6	1	1	(none)	[Your tennis is lacking. You have to discover for yourself what you are missing.]	1
300108	Sleep Club Member	수면부원	Vita	3	Follower	C	-	3	3	7	0	7	1	1	(none)	[Preparations are needed to have the perfect sleep at any time. I call this technique the perfect camouflage.]	1
300109	Library Club Daisy	도서부 데이지	Vita	3	Follower	C	-	2	3	6	1	4	2	5	Before attacking, if the defender's DEF is at least 1, the defender gets DEF=0 and this skill is removed until the start of the next turn.	[Kyaa! Senpai! You can't buy these kinds of books, even if you say they're amazing! You can't even donate these kinds of books! Stop playing these jokes!]	1
300110	Library Club General Affairs Manager Lotte	도서부 총무 롯테	Vita	3	Follower	C	-	3	3	5	0	9	2	5	Before attacking, the defender's skills are all removed. If this happens, this skill is removed.	[Serie. These nonmainstream book requests weren't made by Lindt, so I'm guessing you were the one who made them. I'm rejecting them, okay? From the beginning, this "Glass Library" publisher was suspicious. I'm going to reject all of these cobalt books. Come on, you're the assistant librarian!]	1
300111	Sita's Friend Rosie	시타의 친구 로시	Vita	3	Follower	UC	-	4	3	6	3	6	2	7	Before defending, this card gets STA +2.	[Hi Asmis, what's up? Sita? She had some business over at Crux, didn't she? Hm? Kana's descendant? Chosen one? What are you talking about? Ehehe~ is this some joke?]	1
300112	Cook Club Ace	요리연구부 에이스	Vita	3	Follower	UC	-	3	3	4	0	9	2	7	Before attacking, this card gets DEF=0. This card gets ATK/STA increased by the difference between this card's DEF and the defender's DEF (by a maximum of 9).	[In the past. My mother, who was once called the fiery head chef, said this. If you eliminate all thoughts, even the fire will feel cool. Focus on cooking. Focus on the sound and smell of the ingredients.]	2
